state,city,population,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society
Virginia,Franklin,"8,292",951,294,532,125
Virginia,Fredericksburg,"28,844","3,262","1,032","1,962",268
Virginia,Front Royal,"15,201",958,340,480,138
Virginia,Galax,"6,652",765,189,433,143
Virginia,Gate City,"2,015",51,17,30,4
Virginia,Glade Spring,"1,355",60,11,23,26
Virginia,Gordonsville,"1,466",44,13,31,0
Virginia,Gretna,"1,274",25,3,21,1
Virginia,Grottoes,"2,965",27,4,19,4
Virginia,Grundy,805,59,7,47,5
Virginia,Halifax,"1,098",57,17,36,4
Virginia,Hampton,"138,843","9,762","2,362","6,225","1,175"
Virginia,Harrisonburg,"51,363","2,835",668,"1,745",422
Virginia,Herndon,"24,070","1,098",277,760,61
Virginia,Hillsville,"2,856",102,21,65,16
Virginia,Hopewell,"23,395","1,854",705,776,373
Virginia,Jonesville,862,12,2,9,1
Virginia,Kenbridge,"1,110",45,16,26,3
Virginia,Kilmarnock,"1,419",79,7,69,3
Virginia,Lawrenceville,"1,025",31,7,20,4
Virginia,Lebanon,"3,098",196,34,145,17
Virginia,Leesburg,"49,395","2,567",874,"1,460",233
Virginia,Lexington,"7,628",148,35,98,15
Virginia,Louisa,"2,118",91,29,57,5
Virginia,Luray,"4,813",349,40,176,133
Virginia,Lynchburg,"79,421","5,965","1,945","3,175",845
Virginia,Manassas,"42,836","2,955",756,"1,708",491
Virginia,Marion,"5,711",311,57,218,36
Virginia,Martinsville,"13,660","1,012",199,498,315
Virginia,Middletown,"1,413",33,12,18,3
Virginia,Mount Jackson,"2,010",67,15,50,2
Virginia,New Market,"2,180",55,12,40,3
Virginia,Newport News,"183,903","13,820","4,558","7,321","1,941"
Virginia,Norfolk,"233,419","21,077","5,078","15,011",988
Virginia,Norton,"3,666",510,82,288,140
Virginia,Onancock,"1,156",71,15,50,6
Virginia,Orange,"5,254",240,75,130,35
Virginia,Pearisburg,"2,812",134,13,84,37
Virginia,Pembroke,"1,124",32,5,25,2
Virginia,Pennington Gap,"1,595",87,10,59,18
Virginia,Petersburg,"33,546","2,250",615,"1,370",265
Virginia,Pocahontas,259,4,0,4,0
Virginia,Poquoson,"12,738",448,173,197,78
Virginia,Portsmouth,"98,003","10,223","2,469","7,303",451
Virginia,Pulaski,"8,944",904,131,549,224
Virginia,Purcellville,"9,103",178,32,137,9
Virginia,Radford,"16,978",887,272,395,220
Virginia,Rich Creek,719,37,4,27,6
Virginia,Richlands,"5,158",274,89,126,59
Virginia,Richmond,"227,323","16,669","3,149","11,981","1,539"
Virginia,Roanoke,"98,204","11,503","3,450","6,531","1,522"
Virginia,Rocky Mount,"4,929",462,125,253,84
Virginia,Rural Retreat,"1,527",17,1,16,0
Virginia,Salem,"25,460","1,248",333,729,186
Virginia,Saltville,"1,774",67,13,40,14
Virginia,Shenandoah,"2,510",63,12,36,15
Virginia,Smithfield,"8,827",281,65,186,30
Virginia,South Boston,"7,884",588,184,325,79
Virginia,South Hill,"4,737",400,78,289,33
Virginia,Stanley,"1,721",73,19,44,10
Virginia,Staunton,"25,611","1,491",352,887,252
Virginia,Stephens City,"2,109",55,12,43,0
Virginia,St. Paul,838,29,3,20,6
Virginia,Strasburg,"7,270",289,95,162,32
Virginia,Suffolk,"98,065","5,729","2,297","3,007",425
Virginia,Tappahannock,"2,236",146,50,93,3
Virginia,Tazewell,"4,374",263,72,115,76
Virginia,Timberville,"3,013",86,14,14,58
Virginia,Vienna,"16,194",477,67,372,38
Virginia,Vinton,"7,996",444,111,283,50
Virginia,Virginia Beach,"457,556","19,408","4,331","11,795","3,282"
Virginia,Warrenton,"10,218",404,115,271,18
Virginia,Waynesboro,"22,903","1,309",334,798,177
Virginia,Weber City,"1,228",29,3,22,4
Virginia,West Point,"3,424",108,43,50,15
Virginia,White Stone,388,0,0,0,0
Virginia,Williamsburg,"15,790",844,234,499,111
Virginia,Winchester,"28,363","2,070",554,"1,197",319
Virginia,Windsor,"2,876",96,37,53,6
Virginia,Wintergreen,166,35,3,32,0
Virginia,Wise,"2,884",77,9,61,7
Virginia,Woodstock,"5,929",249,66,159,24
Virginia,Wytheville,"8,199",611,73,471,67
Washington,Aberdeen,"17,338","1,462",381,990,91
Washington,Airway Heights,"10,803",983,166,807,10
Washington,Algona,"3,194",124,34,90,0
Washington,Anacortes,"17,990","1,135",104,948,83
Washington,Arlington,"20,176","1,310",291,957,62
Washington,Auburn,"84,279","7,176","1,298","5,607",271
Washington,Bainbridge Island,"24,336",711,106,597,8
Washington,Battle Ground,"21,385",621,128,479,14
Washington,Beaux Arts,304,5,1,4,0
Washington,Bellevue,"147,079","8,147",949,"7,055",143
Washington,Bellingham,"93,014","12,629","1,086","11,226",317
Washington,Bingen,737,34,6,28,0
Washington,Black Diamond,"7,021",104,17,87,0
Washington,Blaine,"6,050",356,91,243,22
Washington,Bonney Lake,"22,898","1,349",176,"1,135",38
Washington,Bothell,"47,407","1,802",178,"1,426",198
Washington,Bremerton,"44,256","4,367","1,149","3,078",140
Washington,Brewster,"2,027",53,20,31,2
Washington,Brier,"6,448",175,34,137,4
Washington,Buckley,"5,982",202,59,134,9
Washington,Burien,"50,159","3,898",700,"3,025",173
Washington,Burlington,"10,187","1,944",183,"1,692",69
Washington,Camas,"27,653",631,96,530,5
Washington,Carnation,"2,170",45,7,37,1
Washington,Castle Rock,"2,442",132,24,107,1
Washington,Centralia,"18,993","1,823",344,"1,361",118
Washington,Chehalis,"7,870",860,125,717,18
Washington,Cheney,"13,092",565,175,382,8
Washington,Clarkston,"7,267",770,181,526,63
Washington,Cle Elum,"3,198",219,41,171,7
Washington,College Place,"9,907",269,20,246,3
Washington,Colville,"5,026",63,31,32,0
Washington,Connell,"4,945",100,26,74,0
Washington,Coulee Dam,"1,241",35,16,18,1
Washington,Covington,"20,686","1,262",161,"1,084",17
Washington,Darrington,"1,468",37,16,18,3
Washington,Des Moines,"32,541","2,148",360,"1,745",43
Washington,Dupont,"10,024",327,30,291,6
Washington,Duvall,"8,778",95,20,75,0
Washington,East Wenatchee,"14,243",686,164,457,65
Washington,Eatonville,"2,849",79,22,51,6
Washington,Edgewood,"12,900",738,85,645,8
Washington,Edmonds,"42,714","2,647",311,"1,994",342
Washington,Ellensburg,"19,822","1,397",228,"1,086",83
Washington,Elma,"3,509",157,36,109,12
Washington,Enumclaw,"12,833",534,57,463,14
Washington,Ephrata,"8,465",679,116,523,40
Washington,Everett,"110,694","10,766","1,392","8,757",617
Washington,Everson,"4,653",84,19,64,1
Washington,Federal Way,"97,094","8,254","1,357","6,633",264
Washington,Ferndale,"15,816",931,135,784,12
Washington,Fife,"10,900","2,363",308,"2,031",24
Washington,Fircrest,"7,047",314,35,278,1
Washington,Gig Harbor,"12,301","1,093",65,"1,009",19
Washington,Gold Bar,"2,384",57,13,41,3
Washington,Goldendale,"3,551",258,48,204,6
Washington,Grand Coulee,"1,919",116,33,82,1
Washington,Grandview,"10,901",696,126,557,13
Washington,Granite Falls,"4,842",170,58,102,10
Washington,Hoquiam,"8,918",591,153,346,92
Washington,Ilwaco,"1,132",34,14,19,1
Washington,Index,157,2,0,2,0
Washington,Issaquah,"38,917","2,463",130,"2,292",41
Washington,Kalama,"3,061",200,41,153,6
Washington,Kelso,"12,723","1,367",330,970,67
Washington,Kenmore,"23,107",526,69,450,7
Washington,Kennewick,"85,058","7,986","1,493","6,121",372
Washington,Kent,"133,066","14,592","2,498","11,846",248
Washington,Kettle Falls,"1,665",63,18,41,4
Washington,Kirkland,"91,464","4,490",473,"3,658",359
Washington,La Center,"4,142",159,34,124,1
Washington,Lacey,"55,101","3,339",513,"2,785",41
Washington,Lake Forest Park,"13,096",449,48,391,10
Washington,Lake Stevens,"36,828",958,219,647,92
Washington,Lakewood,"63,044","6,743","1,334","5,219",190
Washington,Langley,"1,155",47,2,43,2
Washington,Liberty Lake,"12,897",572,109,443,20
Washington,Long Beach,"1,752",68,29,37,2
Washington,Longview,"37,768","3,380",690,"2,512",178
Washington,Lynden,"16,275",642,105,522,15
Washington,Lynnwood,"42,764","4,393",540,"3,419",434
Washington,Maple Valley,"28,175",742,79,658,5
Washington,Marysville,"71,395","3,486",787,"2,033",666
Washington,Medina,"2,849",79,4,72,3
Washington,Mercer Island,"25,121",881,61,804,16
Washington,Mill Creek,"20,925","1,012",110,864,38
Washington,Milton,"9,113",712,80,586,46
Washington,Monroe,"20,309","1,196",183,952,61
Washington,Montesano,"4,196",104,22,76,6
Washington,Moses Lake,"25,709","2,392",461,"1,844",87
Washington,Mountlake Terrace,"21,589","1,509",251,"1,182",76
Washington,Mount Vernon,"35,511","2,418",373,"1,701",344
Washington,Moxee,"4,408",101,29,64,8
Washington,Mukilteo,"21,009","1,234",164,993,77
Washington,Napavine,"1,999",75,20,49,6
Washington,Newcastle,"12,782",450,47,400,3
Washington,Newport,"2,182",92,28,54,10
Washington,Normandy Park,"6,519",277,18,254,5
Washington,North Bend,"7,889",573,48,499,26
Washington,Oak Harbor,"24,858",494,165,320,9
Washington,Oakville,733,66,14,48,4
Washington,Olympia,"56,214","4,654",860,"3,567",227
Washington,Orting,"8,877",283,74,192,17
Washington,Othello,"8,876",808,147,603,58
Washington,Pacific,"6,966",392,56,311,25
Washington,Pasco,"79,899","4,789",971,"3,470",348
Washington,Port Angeles,"20,290","1,870",481,"1,331",58
Washington,Port Orchard,"16,351","1,734",346,"1,355",33
Washington,Port Townsend,"10,452",370,94,269,7
Washington,Poulsbo,"11,814",732,94,619,19
Washington,Prosser,"6,136",300,51,222,27
Washington,Pullman,"32,848",724,184,489,51
Washington,Puyallup,"42,580","5,524",613,"4,587",324
Washington,Quincy,"8,413",495,111,366,18
Washington,Raymond,"3,201",69,19,50,0
Washington,Reardan,685,24,8,13,3
Washington,Redmond,"79,403","4,108",293,"3,759",56
Washington,Renton,"103,619","8,398",889,"7,409",100
Washington,Richland,"63,081","4,454",841,"3,419",194
Washington,Ridgefield,"14,465",387,82,293,12
Washington,Ritzville,"1,704",177,30,143,4
Washington,Roy,805,37,7,29,1
Washington,Royal City,"1,828",63,17,42,4
Washington,Ruston,"1,053",100,11,86,3
Washington,Sammamish,"65,738","1,000",140,853,7
Washington,SeaTac,"30,203","2,676",430,"2,157",89
Washington,Seattle,"729,691","72,987","13,734","57,631","1,622"
Washington,Sedro Woolley,"12,565",434,93,335,6
Washington,Selah,"8,258",502,73,404,25
Washington,Sequim,"8,439",598,112,439,47
Washington,Shelton,"11,102",791,219,544,28
Washington,Shoreline,"57,147","2,855",398,"2,378",79
Washington,Skykomish,156,10,2,8,0
Washington,Snohomish,"10,125",587,78,485,24
Washington,Snoqualmie,"13,523",568,39,509,20
Washington,Soap Lake,"1,708",121,43,76,2
Washington,South Bend,"1,784",43,13,28,2
Washington,Spokane,"229,292","30,042","6,019","23,583",440
Washington,Spokane Valley,"108,076","9,233","1,418","7,647",168
Washington,Stanwood,"9,132",299,57,226,16
Washington,Steilacoom,"6,690",203,31,166,6
Washington,Sultan,"6,102",175,34,136,5
Washington,Sumas,"1,647",24,15,7,2
Washington,Sumner,"10,681","1,072",107,956,9
Washington,Sunnyside,"16,300","1,404",252,"1,111",41
Washington,Tacoma,"219,027","35,286","5,748","29,090",448
Washington,Toppenish,"8,717","1,306",171,"1,100",35
Washington,Tukwila,"21,473","6,707",573,"6,011",123
Washington,Tumwater,"26,227","1,658",274,"1,352",32
Washington,Union Gap,"6,514",871,115,706,50
Washington,University Place,"34,846","1,815",206,"1,591",18
Washington,Vancouver,"193,273","23,484","4,999","18,045",440
Washington,Walla Walla,"33,899","2,237",343,"1,671",223
Washington,Warden,"2,574",209,33,159,17
Washington,Washougal,"16,902",761,201,554,6
Washington,Wenatchee,"35,462","2,361",568,"1,637",156
Washington,Westport,"2,280",206,48,157,1
Washington,West Richland,"17,557",427,79,317,31
Washington,White Salmon,"2,663",54,13,39,2
Washington,Winlock,"1,704",53,14,39,0
Washington,Woodinville,"13,357",753,65,679,9
Washington,Woodland,"6,544",466,65,375,26
Washington,Woodway,"1,302",51,4,42,5
Washington,Yakima,"96,267","7,204","2,127","4,741",336
Washington,Yelm,"10,749",584,114,446,24
West Virginia,Barboursville,"4,264",167,34,111,22
West Virginia,Beckley,"16,843","2,690",553,"1,748",389
West Virginia,Bluefield,"9,411",297,167,48,82
West Virginia,Bridgeport,"9,206",440,123,191,126
West Virginia,Buckhannon,"5,243",170,26,120,24
West Virginia,Ceredo,"1,372",92,14,22,56
West Virginia,Chapmanville,980,125,13,22,90
West Virginia,Charleston,"47,350","5,058","1,247","2,909",902
West Virginia,Clearview,455,3,0,3,0
West Virginia,Fairmont,"18,121",753,198,422,133
West Virginia,Fayetteville,"2,815",177,11,156,10
West Virginia,Follansbee,"2,760",41,14,24,3
West Virginia,Glen Dale,"1,467",52,6,20,26
West Virginia,Grafton,"4,578",107,21,60,26
West Virginia,Huntington,"45,547","3,261",754,"2,049",458
West Virginia,Kenova,"2,940",128,3,28,97
West Virginia,Madison,"2,779",68,32,34,2
West Virginia,Moorefield,"2,459",155,34,58,63
West Virginia,Morgantown,"29,279","1,321",247,987,87
West Virginia,Nitro,"6,444",523,72,345,106
West Virginia,Parkersburg,"29,190","2,595",626,"1,549",420
West Virginia,Ripley,"3,061",50,8,33,9
West Virginia,Romney,"1,718",35,23,8,4
West Virginia,Shepherdstown,"1,504",40,3,12,25
West Virginia,South Charleston,"13,138","1,244",215,790,239
West Virginia,Spencer,"2,022",94,12,58,24
West Virginia,Summersville,"3,371",154,33,105,16
West Virginia,Vienna,"10,521",711,93,498,120
West Virginia,Weirton,"18,544",370,142,168,60
West Virginia,Wheeling,"26,244","2,033",629,984,420
West Virginia,Williamstown,"2,971",15,9,3,3
Wisconsin,Adams,"1,776",146,16,94,36
Wisconsin,Algoma,"3,205",92,29,38,25
Wisconsin,Altoona,"9,320",437,67,237,133
Wisconsin,Amery,"2,942",143,44,51,48
Wisconsin,Antigo,"7,947",458,69,233,156
Wisconsin,Appleton,"74,411","4,442",973,"2,343","1,126"
Wisconsin,Ashland,"7,975",541,83,377,81
Wisconsin,Ashwaubenon,"16,833",962,139,596,227
Wisconsin,Augusta,"1,534",121,21,50,50
Wisconsin,Bangor,"1,420",31,8,10,13
Wisconsin,Baraboo,"12,312",503,104,278,121
Wisconsin,Barron,"3,644",63,19,36,8
Wisconsin,Bayside,"4,365",112,9,61,42
Wisconsin,Beaver Dam,"16,656",476,69,232,175
Wisconsin,Belleville,"2,614",50,9,34,7
Wisconsin,Beloit,"36,784","2,541",677,"1,285",579
Wisconsin,Beloit Town,"7,895",290,53,183,54
Wisconsin,Berlin,"5,665",318,45,143,130
Wisconsin,Bloomer,"3,742",102,38,33,31
Wisconsin,Boscobel,"3,291",36,9,21,6
Wisconsin,Boyceville,"1,094",47,12,25,10
Wisconsin,Brillion,"3,395",101,21,43,37
Wisconsin,Brodhead,"3,241",88,13,51,24
Wisconsin,Brookfield,"41,489","1,329",179,867,283
Wisconsin,Brown Deer,"12,817","1,133",109,856,168
Wisconsin,Burlington,"10,991",281,54,130,97
Wisconsin,Butler,"1,765",194,22,90,82
Wisconsin,Caledonia,"25,165",656,55,257,344
Wisconsin,Campbell Township,"4,198",157,27,79,51
Wisconsin,Cashton,"1,150",23,1,9,13
Wisconsin,Cedarburg,"12,636",220,26,143,51
Wisconsin,Chetek,"2,160",39,7,18,14
Wisconsin,Chilton,"3,898",125,40,48,37
Wisconsin,Chippewa Falls,"14,832",738,134,150,454
Wisconsin,Cleveland,"1,599",44,2,14,28
Wisconsin,Clinton,"2,178",69,5,34,30
Wisconsin,Colby-Abbotsford,"4,312",226,54,78,94
Wisconsin,Columbus,"5,478",197,18,67,112
Wisconsin,Cornell,"1,448",39,8,20,11
Wisconsin,Cottage Grove,"7,328",95,16,29,50
Wisconsin,Cross Plains,"4,011",37,4,26,7
Wisconsin,Cudahy,"17,702",811,160,352,299
Wisconsin,Darlington,"2,458",75,17,11,47
Wisconsin,Deforest,"10,869",396,64,206,126
Wisconsin,Delafield,"7,192",182,12,131,39
Wisconsin,Delavan,"10,193",453,67,218,168
Wisconsin,Delavan Town,"5,347",61,14,34,13
Wisconsin,De Pere,"25,382",544,81,317,146
Wisconsin,East Troy,"4,748",102,25,27,50
Wisconsin,Eau Claire,"69,569","4,154",877,"2,096","1,181"
Wisconsin,Edgar,"1,456",30,4,21,5
Wisconsin,Edgerton,"5,954",109,20,64,25
Wisconsin,Elkhorn,"10,359",324,81,147,96
Wisconsin,Elk Mound,979,45,6,31,8
Wisconsin,Ellsworth,"3,318",95,12,44,39
Wisconsin,Elm Grove,"6,512",242,10,140,92
Wisconsin,Everest Metropolitan,"17,819",816,147,372,297
Wisconsin,Fennimore,"2,783",33,13,10,10
Wisconsin,Fitchburg,"31,796","1,550",379,920,251
Wisconsin,Fond du Lac,"44,613","2,222",480,"1,326",416
Wisconsin,Fort Atkinson,"12,432",560,132,231,197
Wisconsin,Fox Crossing,"18,866",518,63,283,172
Wisconsin,Fox Point,"6,749",146,7,112,27
Wisconsin,Franklin,"36,396","1,180",107,772,301
Wisconsin,Geneva Town,"5,484",55,18,15,22
Wisconsin,Genoa City,"2,997",38,7,17,14
Wisconsin,Germantown,"20,956",687,60,449,178
Wisconsin,Gillett,"1,282",37,11,21,5
Wisconsin,Glendale,"13,004","1,525",92,940,493
Wisconsin,Grafton,"12,471",295,27,189,79
Wisconsin,Grand Chute,"23,871","1,773",154,"1,315",304
Wisconsin,Green Bay,"106,916","6,955","1,702","3,359","1,894"
Wisconsin,Greendale,"14,459",525,57,311,157
Wisconsin,Greenfield,"36,924","1,988",132,"1,292",564
Wisconsin,Hales Corners,"7,516",140,22,82,36
Wisconsin,Hartford,"15,803",261,72,114,75
Wisconsin,Hartland,"9,644",175,43,100,32
Wisconsin,Hayward,"2,566",247,46,146,55
Wisconsin,Hobart-Lawrence,"16,948",49,4,45,0
Wisconsin,Holmen,"11,058",209,37,117,55
Wisconsin,Horicon,"3,827",124,35,25,64
Wisconsin,Hortonville,"3,111",48,6,26,16
Wisconsin,Hudson,"15,571",920,76,591,253
Wisconsin,Hurley,"1,564",76,29,21,26
Wisconsin,Janesville,"66,242","4,143",647,"2,139","1,357"
Wisconsin,Jefferson,"7,709",410,46,258,106
Wisconsin,Juneau,"2,656",36,14,6,16
Wisconsin,Kaukauna,"17,288",535,78,305,152
Wisconsin,Kenosha,"98,841","4,282","1,180","1,877","1,225"
Wisconsin,Kewaskum,"4,429",97,21,52,24
Wisconsin,Kewaunee,"2,774",75,24,29,22
Wisconsin,Kiel,"3,969",77,13,28,36
Wisconsin,Kohler,"2,184",134,8,87,39
Wisconsin,Kronenwetter,"8,530",85,20,56,9
Wisconsin,La Crosse,"51,727","3,697",724,"2,182",791
Wisconsin,Lake Delton,"3,447",617,104,441,72
Wisconsin,Lake Geneva,"8,631",490,62,262,166
Wisconsin,Lake Hallie,"7,352",293,46,131,116
Wisconsin,Lake Mills,"6,662",210,36,112,62
Wisconsin,Lancaster,"3,911",181,76,81,24
Wisconsin,Linn Township,"2,734",62,5,45,12
Wisconsin,Lodi,"3,213",83,13,25,45
Wisconsin,Lomira,"2,680",65,11,32,22
Wisconsin,Luxemburg,"2,699",25,8,11,6
Wisconsin,Madison,"269,546","13,602","2,621","9,909","1,072"
Wisconsin,Manitowoc,"34,688","1,399",282,694,423
Wisconsin,Maple Bluff,"1,326",50,17,9,24
Wisconsin,Marinette,"11,015",732,100,312,320
Wisconsin,Markesan,"1,386",16,2,11,3
Wisconsin,Marshall Village,"3,833",95,33,43,19
Wisconsin,Mauston,"4,294",382,68,134,180
Wisconsin,Mayville,"5,124",179,45,95,39
Wisconsin,McFarland,"9,555",294,45,156,93
Wisconsin,Medford,"4,298",181,51,96,34
Wisconsin,Menasha,"17,971",762,145,334,283
Wisconsin,Menomonee Falls,"39,312",867,99,512,256
Wisconsin,Menomonie,"16,781",649,86,359,204
Wisconsin,Mequon,"25,347",634,66,387,181
Wisconsin,Merrill,"9,341",660,101,436,123
Wisconsin,Middleton,"23,346",591,110,376,105
Wisconsin,Milton,"5,683",118,31,74,13
Wisconsin,Milwaukee,"561,743","50,101","15,127","26,646","8,328"
Wisconsin,Minocqua,"5,186",137,25,59,53
Wisconsin,Monona,"8,920",492,36,416,40
Wisconsin,Monroe,"10,461",541,166,307,68
Wisconsin,Montello,"1,444",69,5,23,41
Wisconsin,Mount Horeb,"7,687",110,20,24,66
Wisconsin,Mount Pleasant,"27,625","1,070",130,681,259
Wisconsin,Mukwonago,"8,477",224,19,136,69
Wisconsin,Mukwonago Town,"7,792",40,7,22,11
Wisconsin,Muscoda,"1,301",39,3,22,14
Wisconsin,Muskego,"25,406",367,38,222,107
Wisconsin,Neenah,"27,706","1,056",231,600,225
Wisconsin,Nekoosa,"2,434",121,14,16,91
Wisconsin,New Berlin,"40,358","1,156",92,645,419
Wisconsin,New Glarus,"2,221",57,9,41,7
Wisconsin,New Holstein,"3,033",101,23,52,26
Wisconsin,New London,"7,286",140,22,72,46
Wisconsin,New Richmond,"10,610",455,64,185,206
Wisconsin,Niagara,"1,582",164,10,13,141
Wisconsin,North Fond du Lac,"5,423",164,26,94,44
Wisconsin,North Hudson,"3,953",75,11,47,17
Wisconsin,Oak Creek,"35,995","1,924",261,"1,212",451
Wisconsin,Oconomowoc,"18,531",337,35,141,161
Wisconsin,Oconto,"4,589",140,28,73,39
Wisconsin,Oconto Falls,"2,961",96,21,42,33
Wisconsin,Omro,"3,662",93,29,32,32
Wisconsin,Onalaska,"18,807",867,95,646,126
Wisconsin,Oregon,"11,538",281,65,130,86
Wisconsin,Osceola,"2,849",114,17,50,47
Wisconsin,Oshkosh,"66,521","3,543",947,"1,810",786
Wisconsin,Palmyra,"1,686",48,16,30,2
Wisconsin,Park Falls,"2,379",105,38,24,43
Wisconsin,Pewaukee Village,"8,177",313,18,213,82
Wisconsin,Phillips,"1,512",64,19,18,27
Wisconsin,Pittsville,835,20,3,11,6
Wisconsin,Platteville,"11,771",782,295,427,60
Wisconsin,Pleasant Prairie,"21,421",768,116,318,334
Wisconsin,Plover,"13,850",539,99,299,141
Wisconsin,Plymouth,"8,885",213,51,135,27
Wisconsin,Portage,"10,251",714,105,287,322
Wisconsin,Port Washington,"12,867",252,47,138,67
Wisconsin,Poynette,"2,580",66,7,8,51
Wisconsin,Prairie du Chien,"5,461",288,41,148,99
Wisconsin,Prescott,"4,340",56,18,26,12
Wisconsin,Princeton,"1,280",12,2,5,5
Wisconsin,Racine,"76,679","3,739",996,"1,903",840
Wisconsin,Reedsburg,"10,113",441,55,224,162
Wisconsin,Rhinelander,"8,341",350,56,184,110
Wisconsin,Rice Lake,"8,941",625,123,235,267
Wisconsin,Ripon,"7,793",268,51,117,100
Wisconsin,River Falls ,"17,169",410,52,267,91
Wisconsin,Roberts,"2,050",37,11,16,10
Wisconsin,Rome Town,"3,158",78,10,52,16
Wisconsin,Rothschild,"5,522",196,17,112,67
Wisconsin,Sauk Prairie,"4,572",231,29,130,72
Wisconsin,Saukville,"4,283",185,23,73,89
Wisconsin,Seymour,"3,512",74,24,16,34
Wisconsin,Sharon,"1,590",46,10,5,31
Wisconsin,Shawano,"9,240",331,38,196,97
Wisconsin,Sheboygan,"49,917","2,820",784,"1,243",793
Wisconsin,Sheboygan Falls,"8,140",183,28,101,54
Wisconsin,Shorewood,"13,453",519,35,384,100
Wisconsin,Siren,835,62,21,17,24
Wisconsin,South Milwaukee,"20,247",611,132,359,120
Wisconsin,Sparta,"9,901",916,165,496,255
