state,city,population,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society
California,Gardena,"58,535","3,807",512,"2,740",555
California,Garden Grove,"169,157","9,175","1,325","5,704","2,146"
California,Gonzales,"8,514",325,85,184,56
California,Grass Valley,"13,895","1,386",312,706,368
California,Greenfield,"19,157",923,319,430,174
California,Grover Beach,"12,728",735,96,480,159
California,Gustine,"6,115",306,72,151,83
California,Hanford,"58,990","2,871",640,"1,375",856
California,Healdsburg,"11,229",675,111,433,131
California,Hemet,"91,046","3,676",654,"2,572",450
California,Hermosa Beach,"18,902","1,192",129,822,241
California,Hillsborough,"10,678",241,18,215,8
California,Hollister,"44,823","1,619",616,732,271
California,Imperial Beach,"25,933","1,001",313,460,228
California,Irvine,"311,696","9,297","1,251","6,691","1,355"
California,Irwindale,"1,410",616,57,476,83
California,Kensington,"5,028",176,11,161,4
California,Laguna Hills,"30,610",969,138,609,222
California,Laguna Niguel,"64,119","1,573",228,993,352
California,Laguna Woods,"17,249",220,37,159,24
California,La Habra,"62,082","3,698",599,"2,190",909
California,Lake Forest,"85,480","3,115",368,"1,518","1,229"
California,Lakeport,"5,171",544,142,265,137
California,La Mesa,"60,333","3,049",666,"2,039",344
California,La Palma,"15,236",866,101,615,150
California,La Verne,"30,060","1,385",205,"1,081",99
California,Lemon Grove,"27,208","1,808",472,896,440
California,Lemoore,"27,485","1,769",472,951,346
California,Lincoln,"51,456","1,519",272,828,419
California,Livingston,"14,897",846,205,453,188
California,Los Alamitos,"11,615",670,49,468,153
California,Los Altos,"29,847",658,67,552,39
California,Los Gatos,"31,640","1,314",173,984,157
California,Madera,"69,395","4,175","1,044","2,176",955
California,Marina,"22,651","1,441",335,803,303
California,Menifee,"109,673","3,390",752,"2,242",396
California,Mission Viejo,"91,382","2,473",315,"1,684",474
California,Modesto,"219,083","14,294","3,603","8,721","1,970"
California,Monrovia,"37,104","2,195",308,"1,459",428
California,Montclair,"38,203","3,106",405,"2,177",524
California,Monte Sereno,"3,307",74,10,57,7
California,Moraga,"16,550",300,44,239,17
California,Morgan Hill,"45,134","2,085",358,"1,279",448
California,Mountain View,"80,588","3,996",665,"3,097",234
California,Murrieta,"114,655","3,620",653,"2,219",748
California,National City,"55,676","3,403",836,"2,184",383
California,Newark,"46,861","3,365",512,"2,640",213
California,Novato,"52,412","2,326",436,"1,311",579
California,Oceanside,"171,844","9,489","2,314","5,671","1,504"
California,Oroville,"19,868","1,667",419,"1,151",97
California,Pacific Grove,"14,902",409,81,249,79
California,Palo Alto,"64,922","3,317",366,"2,561",390
California,Palos Verdes Estates,"12,767",361,18,211,132
California,Placentia,"50,764","2,377",349,"1,504",524
California,Placerville,"10,951","1,070",242,388,440
California,Porterville,"62,865","4,821","1,051","2,617","1,153"
California,Poway,"48,011","1,370",280,775,315
California,Rancho Santa Margarita,"46,889",702,92,463,147
California,Red Bluff,"14,529","2,315",562,"1,340",413
California,Redlands,"73,554","4,637",649,"3,288",700
California,Richmond,"115,043","6,271","1,404","4,522",345
California,Ridgecrest,"28,290","1,734",552,776,406
California,Rio Dell,"3,382",314,110,142,62
California,Rocklin,"74,168","2,599",333,"1,600",666
California,San Clemente,"63,449","2,190",401,"1,313",476
California,Sand City,335,268,26,129,113
California,San Diego,"1,377,838","58,416","13,157","38,758","6,501"
California,San Juan Capistrano,"34,698","1,774",152,653,969
California,San Marcos,"94,879","3,241",702,"1,498","1,041"
California,San Marino,"12,015",343,27,298,18
California,San Rafael,"60,386","4,547",819,"2,889",839
California,Santa Clara,"126,877","8,166",855,"6,351",960
California,Santa Maria,"109,518","6,834","1,640","4,562",632
California,Santa Paula,"30,851","1,192",293,651,248
California,Santee,"59,351","1,788",471,858,459
California,Scotts Valley,"12,196",589,118,310,161
California,Seal Beach,"24,665","1,368",171,932,265
California,Seaside,"31,864","1,731",467,800,464
California,Sierra Madre,"10,778",215,14,160,41
California,Solana Beach,"12,778",490,80,343,67
California,Soledad,"24,811",826,270,392,164
California,Stanton,"38,038","2,292",352,"1,264",676
California,Stockton,"323,501","24,748","7,515","16,072","1,161"
California,Sunnyvale,"148,739","6,898",941,"5,078",879
California,Susanville,"16,493",671,228,359,84
California,Torrance,"140,499","6,990",795,"5,414",781
California,Tracy,"97,219","3,886",836,"2,505",545
California,Truckee,"17,486",427,126,286,15
California,Tulare,"72,303","4,784","1,402","2,879",503
California,Tustin,"78,841","5,579",802,"3,088","1,689"
California,Upland,"79,430","4,633","1,050","2,390","1,193"
California,Vernon,212,"1,277",88,"1,032",157
California,Villa Park,"5,712",121,25,79,17
California,Visalia,"144,137","10,507","2,864","5,769","1,874"
California,Vista,"98,802","4,518","1,209","2,263","1,046"
California,West Covina,"104,739","5,332",842,"3,826",664
California,Williams,"5,655",304,72,183,49
California,Woodland,"61,883","3,702",687,"2,282",733
California,Yorba Linda,"67,550","1,576",119,"1,050",407
California,Yuba City,"69,122","4,288",943,"2,575",770
Colorado,Alamosa,"9,874","1,346",259,958,129
Colorado,Arvada,"122,403","7,650",799,"5,956",895
Colorado,Aspen,"6,910",432,91,332,9
Colorado,Ault,"2,913",24,13,11,0
Colorado,Aurora,"392,134","35,854","8,430","25,523","1,901"
Colorado,Avon,"5,968",270,69,181,20
Colorado,Basalt,"4,163",95,25,70,0
Colorado,Bayfield,"2,929",78,17,52,9
Colorado,Black Hawk,129,586,48,427,111
Colorado,Boulder,"103,099","6,184","1,177","4,679",328
Colorado,Breckenridge,"4,953",521,86,406,29
Colorado,Brighton,"41,205","2,835",421,"2,029",385
Colorado,Broomfield,"76,137","4,319",416,"3,321",582
Colorado,Buena Vista,"3,103",95,19,59,17
Colorado,Burlington,"3,043",158,36,103,19
Colorado,Canon City,"17,582","1,283",355,837,91
Colorado,Carbondale,"6,528",134,40,84,10
Colorado,Castle Rock,"79,102","2,185",289,"1,642",254
Colorado,Centennial,"105,849","5,175",708,"4,289",178
Colorado,Center,"1,933",93,23,49,21
Colorado,Cherry Hills Village,"6,275",83,5,77,1
Colorado,Colorado Springs,"487,728","35,644","6,252","26,815","2,577"
Colorado,Commerce City,"65,817","5,230",929,"3,933",368
Colorado,Cortez,"8,985",779,272,458,49
Colorado,Craig,"8,910",454,108,214,132
Colorado,Crested Butte,"1,696",36,9,25,2
Colorado,Cripple Creek,"1,146",136,45,83,8
Colorado,Dacono,"6,635",141,26,106,9
Colorado,Del Norte,"1,442",12,2,8,2
Colorado,Delta,"9,373",747,96,587,64
Colorado,Denver,"705,264","80,181","14,213","59,916","6,052"
Colorado,Dillon,"1,045",62,15,38,9
Colorado,Eagle,"7,614",188,58,123,7
Colorado,Eaton,"5,898",155,53,98,4
Colorado,Edgewater,"4,892",866,62,569,235
Colorado,Elizabeth,"2,344",60,16,35,9
Colorado,Englewood,"33,452","4,388",685,"3,435",268
Colorado,Erie,"32,832",692,124,522,46
Colorado,Estes Park,"5,839",147,30,104,13
Colorado,Evans,"22,333","1,433",324,970,139
Colorado,Fairplay,732,44,15,26,3
Colorado,Federal Heights,"13,987","1,110",210,808,92
Colorado,Florence,"3,990",36,16,16,4
Colorado,Fort Collins,"168,045","10,528","1,822","7,365","1,341"
Colorado,Fort Lupton,"8,539",631,109,398,124
Colorado,Fort Morgan,"11,331",925,195,651,79
Colorado,Fountain,"29,447","1,610",191,"1,047",372
Colorado,Frisco,"2,858",171,44,93,34
Colorado,Fruita,"13,632",465,129,308,28
Colorado,Glendale,"4,502","1,813",156,"1,533",124
Colorado,Glenwood Springs,"10,664",917,184,605,128
Colorado,Golden,"19,638","1,579",131,"1,272",176
Colorado,Granada,451,14,7,7,0
Colorado,Granby,"2,176",61,8,45,8
Colorado,Grand Junction,"68,126","5,865","1,270","3,484","1,111"
Colorado,Greeley,"109,258","8,014","1,773","5,484",757
Colorado,Greenwood Village,"15,351","2,387",252,"1,898",237
Colorado,Gunnison,"6,914",431,105,264,62
Colorado,Gypsum,"8,994",175,61,100,14
Colorado,Hayden,"1,993",79,10,63,6
Colorado,Holyoke,"2,319",19,11,4,4
Colorado,Hudson,"1,624",132,17,97,18
Colorado,Hugo,790,23,3,18,2
Colorado,Idaho Springs,"1,766",185,50,115,20
Colorado,Ignacio,863,19,9,9,1
Colorado,Johnstown,"19,093","1,071",112,767,192
Colorado,Kersey,"1,489",67,12,47,8
Colorado,Kremmling,"1,501",60,18,41,1
Colorado,Lafayette,"31,204","1,923",370,"1,463",90
Colorado,La Junta,"7,264",674,118,524,32
Colorado,Lakewood,"157,068","20,435","3,327","14,005","3,103"
Colorado,La Salle,"2,326",99,16,59,24
Colorado,Limon,"2,047",17,12,5,0
Colorado,Littleton,"44,821","2,985",418,"2,398",169
Colorado,Lone Tree,"14,204","2,635",169,"2,113",353
Colorado,Longmont,"101,159","6,568","1,534","4,550",484
Colorado,Louisville,"20,587","1,040",146,823,71
Colorado,Loveland,"77,770","5,235",905,"3,616",714
Colorado,Manitou Springs,"4,782",291,59,160,72
Colorado,Meeker,"2,310",68,29,38,1
Colorado,Milliken,"8,948",86,24,58,4
Colorado,Monte Vista,"4,144",347,62,249,36
Colorado,Montrose,"20,944","1,337",239,872,226
Colorado,Monument,"11,300",568,82,358,128
Colorado,Mountain View,531,33,5,14,14
Colorado,Mountain Village,"1,269",30,2,26,2
Colorado,Mount Crested Butte,998,38,22,14,2
Colorado,Northglenn,"36,634","3,414",589,"2,411",414
Colorado,Palisade,"2,600",113,21,61,31
Colorado,Parker,"61,865","2,655",442,"1,996",217
Colorado,Platteville,"3,930",85,11,64,10
Colorado,Pueblo,"112,618","14,331","2,563","11,201",567
Colorado,Rangely,"2,283",19,9,4,6
Colorado,Rifle,"10,612",568,156,319,93
Colorado,Rocky Ford,"3,837",67,33,31,3
Colorado,Salida,"5,912",88,23,47,18
Colorado,Severance,"11,574",79,33,40,6
Colorado,Sheridan,"5,964","1,099",115,854,130
Colorado,Silt,"3,583",33,11,22,0
Colorado,Silverthorne,"4,870",190,23,154,13
Colorado,Steamboat Springs,"13,593",710,203,422,85
Colorado,Sterling,"13,713",835,163,553,119
Colorado,Thornton,"143,055","11,068","2,062","7,632","1,374"
Colorado,Timnath,"9,063",218,17,175,26
Colorado,Trinidad,"8,350",738,193,471,74
Colorado,Vail,"4,657",599,123,448,28
Colorado,Westminster,"112,844","9,775","1,388","7,763",624
Colorado,Wheat Ridge,"33,104","3,459",440,"2,468",551
Colorado,Windsor,"38,498",567,68,400,99
Colorado,Woodland Park,"8,025",403,84,238,81
Colorado,Wray,"2,298",16,11,4,1
Connecticut,Ansonia,"18,750",868,288,525,55
Connecticut,Avon,"18,806",323,22,293,8
Connecticut,Berlin,"20,109",723,58,650,15
Connecticut,Bethel,"20,728",237,25,205,7
Connecticut,Bloomfield,"21,461","1,109",206,852,51
Connecticut,Branford,"28,138",856,96,740,20
Connecticut,Bridgeport,"148,395","5,159","1,901","2,888",370
Connecticut,Bristol,"60,657","1,793",420,"1,253",120
Connecticut,Brookfield,"17,492",345,54,281,10
Connecticut,Canton,"10,068",82,6,72,4
Connecticut,Cheshire,"28,612",410,84,318,8
Connecticut,Clinton,"13,566",452,56,377,19
Connecticut,Coventry,"12,252",206,49,153,4
Connecticut,Cromwell,"14,360",787,102,637,48
Connecticut,Danbury,"87,164","3,394",969,"2,162",263
Connecticut,Darien,"21,549",578,35,532,11
Connecticut,Derby,"12,243",864,227,606,31
Connecticut,East Hampton,"12,943",228,24,200,4
Connecticut,East Hartford,"50,579","3,365",852,"2,300",213
Connecticut,East Haven,"27,725","1,800",477,"1,239",84
Connecticut,East Lyme,"18,984",158,13,115,30
Connecticut,Easton,"7,613",128,4,124,0
Connecticut,East Windsor,"11,148",533,41,430,62
Connecticut,Enfield,"41,912","1,165",221,768,176
Connecticut,Fairfield,"62,270","1,891",187,"1,668",36
Connecticut,Farmington,"26,618",752,84,637,31
Connecticut,Glastonbury,"35,034","1,105",80,971,54
Connecticut,Granby,"11,011",172,31,135,6
Connecticut,Greenwich,"63,631","1,141",56,"1,058",27
Connecticut,Groton Long Point,515,0,0,0,0
Connecticut,Groton Town,"28,608",679,157,449,73
Connecticut,Guilford,"22,022",521,32,466,23
Connecticut,Hamden,"60,831","2,779",466,"2,255",58
Connecticut,Hartford,"120,196","9,287","2,140","5,842","1,305"
Connecticut,Ledyard,"15,340",134,34,92,8
Connecticut,Madison,"17,581",142,10,130,2
Connecticut,Manchester,"59,293","4,027","1,191","2,470",366
Connecticut,Meriden,"60,332","3,410","1,296","1,818",296
Connecticut,Middlebury,"7,793",109,10,95,4
Connecticut,Middletown,"47,256","1,507",279,"1,070",158
Connecticut,Milford,"52,694","1,960",214,"1,720",26
Connecticut,Monroe,"18,772",272,34,229,9
Connecticut,Naugatuck,"31,356",791,211,517,63
Connecticut,New Britain,"73,621","5,525","2,242","2,588",695
Connecticut,New Canaan,"20,924",312,9,299,4
Connecticut,New Haven,"136,205","12,828","4,036","7,608","1,184"
Connecticut,Newington,"30,277","1,369",181,"1,113",75
Connecticut,New London,"27,667","1,473",413,808,252
Connecticut,New Milford,"28,252",380,43,323,14
Connecticut,Newtown,"27,918",247,26,214,7
Connecticut,North Branford,"13,474",310,46,259,5
Connecticut,North Haven,"24,119",984,60,911,13
Connecticut,Norwalk,"91,414","3,781",882,"2,798",101
Connecticut,Norwich,"40,096","2,598","1,030","1,219",349
Connecticut,Old Saybrook,"10,613",312,44,256,12
Connecticut,Orange,"14,239",875,76,788,11
Connecticut,Plainville,"17,413",857,234,594,29
Connecticut,Plymouth,"11,655",251,93,149,9
Connecticut,Portland,"9,499",98,26,67,5
Connecticut,Putnam,"9,244",317,137,172,8
Connecticut,Redding,"8,732",117,16,98,3
Connecticut,Ridgefield,"25,048",46,2,44,0
Connecticut,Rocky Hill,"20,692",771,104,629,38
Connecticut,Seymour,"16,634",373,142,210,21
Connecticut,Shelton,"42,189",788,146,615,27
Connecticut,Simsbury,"25,135",373,62,303,8
Connecticut,Southington,"43,564","1,602",162,"1,391",49
Connecticut,South Windsor,"26,695",650,54,558,38
Connecticut,Stamford,"136,936","4,891","1,554","3,048",289
Connecticut,Stonington,"18,549",452,163,273,16
Connecticut,Stratford,"52,320","1,825",321,"1,455",49
Connecticut,Suffield,"15,890",184,41,131,12
Connecticut,Thomaston,"7,449",138,45,88,5
Connecticut,Torrington,"35,302","1,017",395,594,28
Connecticut,Trumbull,"37,192","1,344",213,"1,084",47
Connecticut,Vernon,"30,584",763,122,528,113
Connecticut,Wallingford,"44,099",490,51,435,4
Connecticut,Waterbury,"113,464","8,682","2,390","5,317",975
Connecticut,Waterford,"19,565",410,106,275,29
Connecticut,Watertown,"22,122",664,89,540,35
Connecticut,West Hartford,"63,934","3,065",162,"2,715",188
Connecticut,West Haven,"55,133","2,312",426,"1,670",216
Connecticut,Weston,"10,350",57,4,52,1
Connecticut,Westport,"27,484",625,50,566,9
Connecticut,Wethersfield,"27,038",673,81,561,31
Connecticut,Willimantic,"17,777",641,210,236,195
Connecticut,Wilton,"18,469",301,52,238,11
Connecticut,Winchester,"10,199",164,19,141,4
Connecticut,Windsor,"29,326",808,114,677,17
Connecticut,Windsor Locks,"12,497",349,118,215,16
Connecticut,Wolcott,"16,180",331,20,304,7
Connecticut,Woodbridge,"9,020",189,5,180,4
Delaware,Bethany Beach,"1,032",182,25,129,28
Delaware,Blades,"1,270",88,23,56,9
Delaware,Bridgeville,"2,761",185,58,96,31
Delaware,Camden,"4,852",497,117,370,10
Delaware,Cheswold,"1,989",109,27,67,15
Delaware,Clayton,"4,003",127,48,73,6
Delaware,Dagsboro,939,106,23,42,41
Delaware,Delaware City,"1,881",73,19,44,10
Delaware,Delmar,"2,178",145,54,78,13
Delaware,Dewey Beach,384,169,87,67,15
Delaware,Dover,"38,438","5,099","1,458","2,696",945
Delaware,Ellendale,530,19,3,15,1
Delaware,Elsmere,"6,111",307,49,210,48
Delaware,Felton,"1,331",78,19,47,12
Delaware,Fenwick Island,366,44,5,33,6
Delaware,Georgetown,"7,667","1,113",329,568,216
Delaware,Greenwood,"1,062",28,2,22,4
Delaware,Harrington,"3,785",371,147,168,56
Delaware,Laurel,"4,178",713,238,303,172
Delaware,Lewes,"3,533",159,50,92,17
Delaware,Middletown,"25,044","1,348",272,969,107
Delaware,Milford,"13,326","1,909",563,913,433
Delaware,Millsboro,"7,386",693,218,352,123
Delaware,Milton,"3,548",119,36,39,44
Delaware,Newark,"31,015","2,129",552,"1,302",275
Delaware,New Castle,"5,465",562,122,382,58
Delaware,Newport,885,264,31,94,139
Delaware,Ocean View,"2,851",104,25,53,26
Delaware,Rehoboth Beach,"1,190",336,70,216,50
Delaware,Seaford,"8,526","1,727",454,917,356
Delaware,Selbyville,"3,104",218,83,95,40
Delaware,Smyrna,"13,361","1,425",459,611,355
Delaware,South Bethany,490,8,2,6,0
Delaware,Wilmington,"70,625","8,151","2,159","4,755","1,237"
Delaware,Wyoming,"1,906",82,40,40,2
Florida,Atlantic Beach,"13,189",611,80,326,205
Florida,Aventura,"38,484","2,325",295,"1,964",66
Florida,Bradenton,"56,316","3,182","1,105","1,607",470
Florida,Brooksville,"9,299",788,258,425,105
Florida,Crescent City,"1,681",90,17,45,28
Florida,Doral,"75,838","2,849",575,"2,088",186
Florida,Kissimmee,"79,715","4,364","1,763","2,214",387
Florida,Largo,"82,167","4,842","1,529","2,811",502
Florida,Marco Island,"16,137",226,81,125,20
Florida,Neptune Beach,"6,971",238,36,148,54
Florida,Palatka,"10,599",895,216,419,260
Florida,South Miami,"11,597",720,199,452,69
Florida,St. Augustine,"14,875",864,118,613,133
Florida,St. Augustine Beach,"7,100",130,7,72,51
Florida,Sunny Isles Beach,"21,908",582,158,408,16
Florida,Tampa,"390,145","21,465","6,938","10,777","3,750"
Georgia,Acworth,"22,170",655,161,425,69
Georgia,Adairsville,"5,063",371,57,156,158
Georgia,Alapaha,479,8,2,5,1
Georgia,Albany,"68,613","1,322",728,591,3
Georgia,Alma,"3,370",200,49,123,28
Georgia,Alpharetta,"66,629","2,061",344,"1,481",236
Georgia,Alto,993,10,2,4,4
Georgia,Americus,"15,808","1,262",370,765,127
Georgia,Arcade,"1,948",65,10,52,3
Georgia,Athens-Clarke County,"128,177","8,465","2,666","4,986",813
Georgia,Atlanta,"495,707","42,268","8,740","28,181","5,347"
Georgia,Bainbridge,"14,112","1,614",477,978,159
Georgia,Ball Ground,"2,876",12,2,5,5
Georgia,Barnesville,"6,449",102,45,55,2
Georgia,Bartow,182,0,0,0,0
Georgia,Baxley,"5,016",688,157,364,167
Georgia,Blackshear,"3,572",336,47,127,162
Georgia,Blairsville,538,57,5,27,25
Georgia,Blakely,"5,139",416,168,202,46
Georgia,Bloomingdale,"2,849",99,38,55,6
Georgia,Blythe,747,0,0,0,0
Georgia,Boston,"1,212",20,3,15,2
Georgia,Braselton,"15,203",419,45,258,116
Georgia,Bremen,"7,683",380,92,242,46
Georgia,Brookhaven,"55,614","3,563","1,008","2,194",361
Georgia,Brooklet,"2,015",18,12,6,0
Georgia,Broxton,"1,074",41,11,11,19
Georgia,Byron,"5,953",222,31,167,24
Georgia,Cairo,"9,864",417,124,278,15
Georgia,Calhoun,"17,585","1,011",286,645,80
Georgia,Camilla,"5,001",261,59,149,53
Georgia,Canon,666,12,1,6,5
Georgia,Carrollton,"27,844","1,659",459,979,221
Georgia,Cartersville,"23,293","1,604",342,903,359
Georgia,Cave Spring,"1,195",54,5,36,13
Georgia,Cecil,287,22,8,12,2
Georgia,Cedartown,"10,397",596,190,327,79
Georgia,Centerville,"8,230",305,53,129,123
Georgia,Chamblee,"29,393","1,543",367,"1,080",96
Georgia,Chatsworth,"4,775",214,32,46,136
Georgia,Chickamauga,"3,223",63,19,42,2
Georgia,Clarkston,"14,368",701,193,491,17
Georgia,Claxton,"2,549",277,69,196,12
Georgia,Clayton,"2,064",141,26,106,9
Georgia,Cleveland,"3,537",199,42,119,38
Georgia,Cochran,"5,077",207,48,144,15
Georgia,College Park,"13,917","2,386",428,"1,553",405
Georgia,Columbus,"204,986","10,739","2,824","7,016",899
Georgia,Coolidge,534,15,3,11,1
Georgia,Cordele,"9,929",992,297,640,55
Georgia,Covington,"14,549","1,279",404,807,68
Georgia,Dallas,"14,801",381,96,231,54
Georgia,Dalton,"34,276","2,318",622,"1,364",332
Georgia,Danielsville,677,67,4,15,48
Georgia,Davisboro,"1,854",0,0,0,0
Georgia,Dawson,"4,229",99,28,64,7
Georgia,Decatur,"24,259","1,209",187,929,93
Georgia,Demorest,"1,927",30,9,20,1
Georgia,Doerun,713,11,2,9,0
Georgia,Donalsonville,"2,834",51,16,27,8
Georgia,Doraville,"11,185","1,193",195,683,315
Georgia,Douglas,"11,762",50,24,26,0
Georgia,Douglasville,"36,331","4,505","1,169","2,667",669
Georgia,Duluth,"31,836",850,248,559,43
Georgia,Dunwoody ,"50,271","3,133",447,"2,273",413
Georgia,East Ellijay,"1,135",148,18,93,37
Georgia,Eastman,"5,538",793,221,381,191
Georgia,Eatonton,"6,568",335,102,196,37
Georgia,Edison,"1,237",43,9,34,0
Georgia,Elberton,"4,719",621,177,267,177
Georgia,Ellaville,"1,521",57,13,33,11
Georgia,Ellijay,"1,861",102,20,62,20
Georgia,Emerson,"1,451",62,19,43,0
Georgia,Enigma,"1,066",25,1,24,0
Georgia,Eton,825,44,10,9,25
Georgia,Euharlee,"4,345",174,27,48,99
Georgia,Fairburn,"16,710",696,221,368,107
Georgia,Fayetteville,"19,619","1,176",127,752,297
Georgia,Fitzgerald,"8,960",956,399,544,13
Georgia,Flowery Branch,"10,843",375,30,190,155
Georgia,Folkston,"4,457",204,23,87,94
Georgia,Forest Park,"19,605","2,189",578,"1,534",77
Georgia,Fort Oglethorpe,"10,626",706,133,446,127
Georgia,Fort Valley,"8,946",844,302,505,37
Georgia,Franklin,926,41,6,25,10
Georgia,Franklin Springs,"1,125",0,0,0,0
Georgia,Gainesville,"44,314","3,827","1,219","2,199",409
Georgia,Garden City,"10,248","1,068",381,573,114
Georgia,Gordon,"1,767",43,11,29,3
Georgia,Grantville,"3,446",90,44,40,6
Georgia,Gray,"3,406",174,20,99,55
Georgia,Greensboro,"3,662",247,62,133,52
Georgia,Greenville,799,40,7,22,11
Georgia,Griffin,"23,862","2,656",761,"1,469",426
